41511, 0
41600, 1
41628, 1
41654, 1
41717, 1
41725, 1
41769, 1
41841, 1
41864, 1
41983, -1
42124, 1
42138, -1
42182, 1
42824, 1
43017, 1
43018, 0
43019, 0
43020, 0
43021, -1
43022, -1
