42913.00,288802.48,259737.00,2436.45,239311708.30,1.00,2517.90
42914.00,279697.56,279811.00,2517.90,157399624.70,0.00,2585.35
42915.00,239702.99,231054.00,2585.35,107906654.10,0.00,2544.41
42916.00,303255.87,267360.00,2544.41,103718383.00,1.00,2477.64
42917.00,207610.57,221856.00,2477.64,105511589.70,0.00,2434.08
42918.00,188590.98,196539.00,2434.08,96748666.51,0.00,2501.19
42919.00,232652.80,253244.00,2501.19,131455113.20,0.00,2561.23
42920.00,218824.71,255483.00,2561.23,130187106.90,0.00,2599.73
42921.00,278939.29,237008.00,2599.73,119861961.70,0.00,2619.19
42922.00,206326.43,225106.00,2619.19,93522266.99,1.00,2609.97
42923.00,287325.36,243614.00,2609.97,116912656.40,-2.00,2491.20
42924.00,218043.18,220835.00,2491.20,91133549.96,0.00,2562.13
42925.00,256245.37,188124.00,2562.13,56620250.18,0.00,2536.24
42926.00,290340.45,251722.00,2536.24,163706108.80,0.00,2366.17
42927.00,274884.67,265759.00,2366.17,184411999.60,0.00,2369.86
42928.00,238240.27,257138.00,2369.86,153172924.90,0.00,2385.75
42929.00,188415.38,245895.00,2385.75,106346343.50,0.00,2354.78
42930.00,222073.28,227903.00,2354.78,133121604.20,0.00,2190.95
42931.00,217740.56,221851.00,2190.95,205297978.80,0.00,2059.00
42932.00,238872.79,203165.00,2059.00,152530374.30,-4.00,1931.21
42933.00,261954.17,230315.00,1931.21,242313696.00,0.00,2176.62
42934.00,267137.10,260575.00,2176.62,262461203.80,0.00,2320.12
42935.00,258217.49,253768.00,2320.12,186988238.20,3.00,2264.77
42936.00,260620.10,230199.00,2264.77,281540460.70,0.00,2898.19
42937.00,253053.58,268443.00,2898.19,384806565.90,2.00,2682.20
42938.00,177447.78,223358.00,2682.20,215642445.10,0.00,2807.61
42939.00,155550.22,181031.00,2807.61,169964412.20,-4.00,2725.55
42940.00,200745.03,240072.00,2725.55,139976350.80,0.00,2751.82
42941.00,296056.23,244036.00,2751.82,288015952.50,0.00,2561.00
42942.00,271020.03,237853.00,2561.00,176626997.80,0.00,2495.03
42943.00,312691.77,225369.00,2495.03,146490393.90,1.00,2647.63
42944.00,477537.03,247207.00,2647.63,232077673.10,0.00,2781.64
42945.00,341085.53,211134.00,2781.64,127294021.50,0.00,2722.51
42946.00,408316.72,184145.00,2722.51,152859034.10,0.00,2745.96
42947.00,618414.99,231012.00,2745.96,127009234.10,1.00,2866.43
42948.00,505161.32,131875.00,2866.43,214878001.40,0.00,2710.41
42949.00,524484.35,209321.00,2710.41,117440138.30,0.00,2693.63
42950.00,347500.15,213017.00,2693.63,113131475.00,0.00,2794.12
42951.00,416334.92,235792.00,2794.12,106217903.40,0.00,2873.85
42952.00,305693.19,239771.00,2873.85,344352179.10,0.00,3218.12
42953.00,321040.56,199627.00,3218.12,122798187.40,0.00,3252.56
42954.00,406656.62,249002.00,3252.56,198345493.00,0.00,3407.23
42955.00,360275.33,275574.00,3407.23,241759565.10,0.00,3457.37
42956.00,240405.45,260955.00,3457.37,199170114.00,0.00,3357.33
42957.00,281254.30,257965.00,3357.33,153824056.60,0.00,3424.40
42958.00,272963.77,284001.00,3424.40,195208159.00,0.00,3632.51
42959.00,225972.99,260521.00,3632.51,332122906.10,0.00,3852.80
42960.00,224562.88,263310.00,3852.80,381628414.20,1.00,4125.55
42961.00,203972.35,255362.00,4125.55,168021272.40,0.00,4282.99
42962.00,286004.19,311002.00,4282.99,592573698.10,0.00,4217.03
42963.00,225303.95,274866.00,4217.03,341988374.50,0.00,4360.88
42964.00,304554.26,347319.00,4360.88,351792037.70,0.00,4328.73
42965.00,275331.81,312250.00,4328.73,373082615.80,1.00,4130.44
42966.00,313472.69,266832.00,4130.44,322665040.40,-1.00,4222.66
42967.00,181583.88,210852.00,4222.66,177654410.10,0.00,4157.96
42968.00,202649.24,236772.00,4157.96,123200186.50,0.00,4043.72
42969.00,215933.01,196283.00,4043.72,504190986.20,0.00,4082.18
42970.00,253757.86,315734.00,4082.18,257486335.90,0.00,4174.95
42971.00,174190.87,203805.00,4174.95,218844386.90,0.00,4340.32
42972.00,175375.84,208169.00,4340.32,246665524.60,-1.00,4363.05
42973.00,159815.19,226485.00,4363.05,139377309.60,0.00,4360.51
42974.00,179468.17,261891.00,4360.51,112660557.90,0.00,4354.31
42975.00,210661.03,223771.00,4354.31,209634566.50,0.00,4391.67
42976.00,248443.81,281116.00,4391.67,317010671.90,0.00,4607.99
42977.00,219995.30,271466.00,4607.99,202687613.60,-2.00,4594.99
42978.00,251079.62,280724.00,4594.99,220351499.90,1.00,4748.26
42979.00,250015.72,283670.00,4748.26,338585244.40,-1.00,4911.74
42980.00,200475.92,236811.00,4911.74,440710136.10,-4.00,4580.39
42981.00,171234.73,195289.00,4580.39,308302328.00,0.00,4648.16
42982.00,327474.11,269280.00,4648.16,513527217.60,1.00,4344.10
42983.00,312706.92,277948.00,4344.10,467133132.50,0.00,4488.72
42984.00,290191.56,276225.00,4488.72,384503428.80,0.00,4641.82
42985.00,271002.52,256374.00,4641.82,222544560.60,1.00,4654.66
42986.00,237606.11,279488.00,4654.66,503768705.80,0.00,4310.75
42987.00,177865.08,217890.00,4310.75,117381164.70,1.00,4375.56
42988.00,202190.24,193240.00,4375.56,331793077.90,1.00,4329.96
42989.00,199829.22,253492.00,4329.96,250115590.40,1.00,4248.09
42990.00,214844.91,256230.00,4248.09,311636501.30,0.00,4219.04
42991.00,253233.21,263320.00,4219.04,541722553.50,1.00,3961.27
42992.00,268015.09,268068.00,3961.27,736178849.40,0.00,3319.63
42993.00,398314.84,292079.00,3319.63,1267434716.00,1.00,3774.27
42994.00,200156.99,228257.00,3774.27,474370445.70,0.00,3763.63
42995.00,152686.24,197683.00,3763.63,249840870.70,0.00,3746.06
42996.00,204865.33,218204.00,3746.06,425335356.10,0.00,4093.32
42997.00,217573.27,282917.00,4093.32,349157038.30,0.00,3943.41
42998.00,185140.24,235723.00,3943.41,229919029.80,0.00,3977.56
42999.00,188302.14,255257.00,3977.56,385065464.60,1.00,3658.90
43000.00,198889.93,227615.00,3658.90,317303697.70,1.00,3637.50
43001.00,131990.54,203861.00,3637.50,179361986.00,0.00,3776.39
43002.00,97112.71,185277.00,3776.39,138592392.40,0.00,3703.04
43003.00,257132.18,226603.00,3703.04,284073950.90,0.00,3942.56
43004.00,197991.64,263648.00,3942.56,175299977.80,0.00,3910.31
43005.00,171774.69,257961.00,3910.31,357673848.70,0.00,4202.55
43006.00,200215.26,275976.00,4202.55,275531143.20,0.00,4201.99
43007.00,173950.30,254438.00,4201.99,289284083.40,-2.00,4193.57
43008.00,152977.68,212678.00,4193.57,222088521.70,0.00,4335.37
43009.00,114609.74,203653.00,4335.37,171779832.30,1.00,4360.72
43010.00,193317.81,295002.00,4360.72,250398347.60,0.00,4386.88
43011.00,161042.78,282132.00,4386.88,256471830.90,-1.00,4293.31
43012.00,140052.46,232826.00,4293.31,204003764.20,0.00,4225.18
43013.00,187702.47,273243.00,4225.18,87904264.42,0.00,4338.85
43014.00,164357.37,283699.00,4338.85,205812106.40,-2.00,4345.60
43015.00,126440.91,231226.00,4345.60,89524651.87,0.00,4376.19
43016.00,146926.17,238385.00,4376.19,282133882.80,0.00,4602.28
43017.00,234154.71,296946.00,4602.28,397258570.20,1.00,4777.97
43018.00,245520.32,303101.00,4777.97,347920434.60,0.00,4782.28
43019.00,173808.06,292459.00,4782.28,296445764.40,1.00,4819.49
43020.00,207938.59,293164.00,4819.49,680358364.30,1.00,5325.13
43021.00,260329.38,309819.00,5325.13,953598649.50,0.00,5563.81
